Ticker
NVDA
AAPL
MSFT
AMZN
GOOGL
GOOG
AVGO
SPCX
META
TSLA
MU
WMT
AMD
ASML
INTC
CSCO
PLTR
COST
AMAT
LRCX
PANW
NFLX
ARM
KLAC
TXN
LIN
CRWD
AMGN
SHOP
TMUS
MRVL
PEP
ADI
STX
SNDK
QCOM
GILD
BKNG
WDC
ISRG
VRTX
PDD
SBUX
FTNT
ABNB
ADP
APP
ADBE
CEG
MELI
CSX
INTU
DASH
MAR
CMCSA
CDNS
DDOG
CTAS
REGN
ROST
MDLZ
SNPS
ORLY
HON
PCAR
MPWR
WBD
AEP
BKR
LITE
FAST
NXPI
TER
FANG
ALAB
ADSK
HONA
AXON
PYPL
RKLB
CRWV
NBIS
XEL
FER
CCEP
TTWO
EXC
IDXX
TRI
WDAY
MNST
MCHP
ODFL
PAYX
KDP
ROP
MSTR
DXCM
GEHC
ALNY
KHC
CPRT
